Date,Open,High,Low,Close,Adj Close,Volume
9/12/2018,3380,3390,3310,3320,2966.647217,81217700
9/13/2018,3370,3470,3370,3450,3082.811035,115198100
9/14/2018,3470,3600,3470,3590,3207.910645,156541000
9/17/2018,3550,3570,3430,3470,3100.682617,95431800
9/18/2018,3470,3590,3440,3570,3190.039307,132571400
9/19/2018,3580,3610,3540,3550,3172.167725,88139600
9/20/2018,3590,3640,3570,3600,3216.845947,80194400
9/21/2018,3630,3630,3550,3600,3216.845947,98577800
9/24/2018,3590,3600,3510,3540,3163.232178,48101000
9/25/2018,3540,3560,3520,3560,3181.103516,25350200
9/26/2018,3550,3590,3540,3540,3163.232178,51055900
9/27/2018,3580,3590,3550,3580,3198.974854,49549400
9/28/2018,3600,3670,3600,3640,3252.589111,116695900
